"";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"10564201";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564205";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564207";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10550400";3,96096434525382;8,93527331274533;13,1419564610962;4,16518125632321e-07;1,7547059804482e-05;7,16188174741264
"10358457";3,95725278101615;6,7456915096804;13,0994631744124;4,28082291007272e-07;1,79491673809606e-05;7,13401180540698
"10595211";-3,40802605932628;10,1847839467601;-13,0846465020338;4,32197786369921e-07;1,80233925378301e-05;7,12427157490533
"10599187";3,74741298414934;7,54498980858271;13,0248182709352;4,49267326865078e-07;1,84033975507082e-05;7,08482278717272
"10476355";4,91515511483389;8,49766779219394;12,9884810153456;4,59998474107984e-07;1,86708969696159e-05;7,06076986686536
"10463732";3,98084655154627;8,14855551925766;12,9770346825249;4,63437383774379e-07;1,87249768380475e-05;7,05317846167281
"10368289";-3,2118762843342;8,97577530232094;-12,8963184523052;4,88511708624145e-07;1,93856275801787e-05;6,99944546768335
"10601850";3,85166179425623;7,15197162966946;12,8456517114739;5,05017144106786e-07;1,98632628051558e-05;6,96553592526975
"10489179";5,5426199166903;9,60274937509245;12,7729646607188;5,29785045944904e-07;2,05264306849556e-05;6,91664365227856
"10406229";3,85598194764825;7,5987824612719;12,7339983738848;5,43614469254004e-07;2,0918567174021e-05;6,89031351600048
"10409999";3,72540673419026;8,14427198569178;12,7145989813273;5,50648155899539e-07;2,09614647484009e-05;6,87717368532445
"10360070";-3,16598713411956;8,4998364861649;-12,7114382723775;5,5180366195588e-07;2,09614647484009e-05;6,87503085612859
"10564161";3,90516461606401;6,09147567280169;12,7006595419817;5,55764437717402e-07;2,10220854760425e-05;6,86771914807872
"10513512";5,98775888889142;6,23224608214429;12,6778793210766;5,64239309240696e-07;2,12522170332227e-05;6,85224499109755
"10564159";3,72497535765611;6,19698528132441;12,6634042106039;5,69698768222979e-07;2,13673094967682e-05;6,84239728662746
"10588283";3,49777264682041;9,14743518439017;12,5935357693993;5,96886440125557e-07;2,18342533591608e-05;6,79469924572544
"10463737";4,20003369441666;8,01116537601774;12,42959808305;6,66498238682082e-07;2,38299298658201e-05;6,68169615462535
"10555323";-3,08320673458891;8,16236359329364;-12,4273184065415;6,67527566271707e-07;2,38299298658201e-05;6,68011392328402
"10461723";-3,34777785530564;8,32832946206054;-12,4017859076802;6,79177131426671e-07;2,40196391662248e-05;6,66237237042732
"10564177";3,71445084197528;6,14462990575473;12,3742060020191;6,92014367646422e-07;2,41228067216041e-05;6,64316581313312
"10564165";3,50727788958691;6,1669880137277;12,3557823923495;7,00739339090819e-07;2,42368559734564e-05;6,63031109838407
"10569008";5,7610448444273;9,3997723277346;12,2546775994055;7,50841664327372e-07;2,55717684069196e-05;6,55941462744753
"10603843";3,22630501439157;7,68563731995622;12,2439774875089;7,56372056225593e-07;2,56617985030126e-05;6,55187642292519
"10387536";-3,35450489987273;9,48732602349283;-12,176541530705;7,92281664964087e-07;2,63070301284578e-05;6,50421217373161
"10476592";3,12834438943275;8,87812526813079;12,1525431507656;8,05512836461454e-07;2,66178572613601e-05;6,48718478232235
"10358571";-3,20031469531918;7,75526438426323;-12,0825676596078;8,45509965013328e-07;2,76313899963363e-05;6,43733898275308
"10342516";-3,32115784835154;5,30604485045074;-12,0106499815283;8,88921329565702e-07;2,87331698127619e-05;6,38580240352507
"10595496";3,46336281072421;8,7074447935476;11,9382462515291;9,35132131378396e-07;2,96272349211668e-05;6,33359992109334
"10381574";3,05217430354748;8,59015687305875;11,8848586647952;9,70909185602498e-07;3,02821464941074e-05;6,29490204719538
"10375019";3,24247485588609;8,04350295475365;11,8797454572061;9,74414455147735e-07;3,02852101112176e-05;6,29118652792057
"10541614";-3,5019800870406;7,40142962024621;-11,8276298193446;1,01095136783692e-06;3,08809165247505e-05;6,25322423324388
"10512807";3,07581843992054;7,91754568047067;11,7999047856101;1,03100458200466e-06;3,13856155117787e-05;6,23295981690935
"10456237";3,71133762343441;7,80586998613908;11,71010414034;1,09903955757975e-06;3,25645420910879e-05;6,16699330534694
"10560311";3,73978329260768;8,3622435711293;11,6564522961778;1,14204946194729e-06;3,33936765370049e-05;6,12733836892119
"10533401";3,78985672667158;7,73795075476477;11,6176901002783;1,17428163631181e-06;3,40006171504094e-05;6,09857464149508
"10358559";-3,14290662115011;8,18392183683152;-11,5111272188237;1,2681999847749e-06;3,59175344790723e-05;6,01900194748424
"10534667";-3,16889710701462;9,22842563602251;-11,4535486141353;1,32238320460701e-06;3,68484774474975e-05;5,97570074215687
"10472860";3,05745739309767;7,55974261819681;11,4214859503846;1,35366177830909e-06;3,74850453189705e-05;5,95149455863012
"10490665";3,62729337626078;8,08762813165239;11,3953511188793;1,37976334724651e-06;3,78540629434389e-05;5,93171373513094
"10361023";3,82902042933187;7,71423223755497;11,3240426616701;1,45385707500843e-06;3,92806551360179e-05;5,87751259145841
"10384015";3,11591184915184;8,53068875741618;11,2926819625346;1,48782720817616e-06;4,00766547075088e-05;5,85356855147524
"10385466";-3,03349985066452;7,91269877750766;-11,2706446709854;1,51222317614459e-06;4,04884090745459e-05;5,83670366865785
"10358666";-3,54808018563632;8,95747807294788;-11,1301264136789;1,67858471279495e-06;4,32491000348821e-05;5,72839698784669
"10564169";3,05878164286503;6,22860663479969;11,1166559212358;1,69556677672768e-06;4,34797867214427e-05;5,71794393925395
"10358557";-3,08475394593326;6,9699055870619;-11,0813200113334;1,74102407384844e-06;4,42170371212536e-05;5,69046433624871
"10457929";4,07518456558254;7,60808678525681;11,0516041736866;1,78029579724699e-06;4,47035292139222e-05;5,66728882959277
"10476588";3,01856907953428;7,723865737671;11,0107460920073;1,83590134157074e-06;4,5470434375632e-05;5,63532383615921
"10545041";3,92445600400101;8,38620094014902;10,9666566818924;1,89806786770544e-06;4,64791329918283e-05;5,60070079244085
"10498885";3,55449915524086;6,35244034530932;10,9470656564916;1,92643529066868e-06;4,70441848866864e-05;5,58527259963998
"10368495";-3,36432153694487;8,98225196383161;-10,9177204473598;1,96980747006113e-06;4,78404879818946e-05;5,56211254444631
"10542355";-3,16939447246595;9,28077982903;-10,905540869392;1,98812495627242e-06;4,81537949218134e-05;5,55248231381587
"10431051";3,30664297449562;8,54813224813045;10,887120882373;2,01618649931158e-06;4,8568785345205e-05;5,53789801757529
"10527732";3,02980566724452;7,70094290532589;10,8431863891566;2,08490187766507e-06;4,93861865098204e-05;5,50301539365756
"10423230";3,66923659702349;6,90718722765083;10,7983504941955;2,15770649068754e-06;5,01917379687055e-05;5,46727569766399
"10554814";-3,07678937177413;11,0382516802306;-10,669439967481;2,38316639497472e-06;5,33601160829479e-05;5,36371459935347
"10577996";3,51895079165122;8,79035689544509;10,544241795791;2,62730038787291e-06;5,62748750549453e-05;5,26197854342623
"10504132";3,28718585870933;8,60197001325008;10,5295352016585;2,65774718737904e-06;5,64629077449377e-05;5,24995218257604
"10461622";-3,19151583781061;7,04877231545044;-10,4584503927869;2,81051580856787e-06;5,81021187118859e-05;5,19159555527561
"10358519";-3,24701002959293;7,04224763624452;-10,4208865129818;2,89514386258942e-06;5,92970824759385e-05;5,16060506128175
"10358668";-3,78900460226905;9,0852236797451;-10,3900250420251;2,9667807390996e-06;6,04253435757892e-05;5,13506460304111
"10358521";-3,60351616052037;7,69380728173514;-10,3450329620228;3,07475177910647e-06;6,2116974010176e-05;5,09770070952751
"10358658";-3,40808863643954;8,02386567524205;-10,3066891014077;3,17020028134812e-06;6,33256411256257e-05;5,06573627411524
"10604175";3,08342558577234;8,16876285401505;10,2591526860837;3,29310403939234e-06;6,49055472420366e-05;5,02595239397561
"10469255";4,07732797411625;7,41039567261148;10,2138617386469;3,41511438386392e-06;6,63220915743804e-05;4,9878858294247
"10358605";-3,09319642107642;7,50073945815256;-10,2131020492204;3,41720305333178e-06;6,63220915743804e-05;4,98724596494673
